processo,cd_acordao,classe,assunto,relator,comarca,orgao_julgador,camara,secao,data_julgamento,data_publicacao,valor_indenizacao,tem_dano_moral,houve_majoracao,n_palavras_ementa,ementa
1045056-59.2025.8.26.0100,20788373,Apelação Cível,Tratamento Domiciliar (Home Care),Enéas Costa Garcia,São Paulo,1ª Câmara de Direito Privado,1,Direito Privado,31/07/2026,31/07/2026,,False,False,115,"PLANO DE SAÚDE . APELAÇÃO. OBRIGAÇÃO DE FAZER. HOME CARE. CERCEAMENTO DE DEFESA. OCORRÊNCIA. RECURSO PROVIDO. 
Caso em exame
Apelação interposta contra a sentença que julgou procedente demanda de obrigação de fazer para condenar a ré a cobrir home care ao autor e respectivos insumos.
II. Questão em discussão
A questão em discussão é: i) ocorrência de cerceamento de defesa; ii) obrigação da ré de cobrir home care em favor do autor.
III. Razões de decidir
Há nulidade por cerceamento de defesa, em razão do indeferimento da prova pericial requerida pela operadora. A prova é necessária para dirimir controvérsia quanto à necessidade do home care, amplitude e periodicidade dos serviços especializados.
IV. Dispositivo
Recurso provido."
1006956-17.2025.8.26.0009,20788323,Apelação Cível,Planos de saúde,Alexandre Marcondes,São Paulo,1ª Câmara de Direito Privado,1,Direito Privado,31/07/2026,31/07/2026,132271.45,False,False,138,"DIREITO CIVIL. APELAÇÃO. INEXIGIBILIDADE DE DÉBITO. NEGATIVA DE COBERTURA . RECURSO DESPROVIDO. 1. Ação declaratória de inexigibilidade de débito movida pelo espólio do beneficiário contra a operadora e o hospital, visando declarar inexigível débito no valor de R$ 132.271,45 referente a internação hospitalar. 2. A questão em discussão consiste em analisar a adequação da negativa de cobertura pela operadora de saúde, sob alegação de ausência de previsão no rol da ANS e no contrato, e a consequente exigibilidade do débito em relação ao espólio. 3. A negativa de cobertura foi genérica, sem especificar quais itens estavam excluídos, comprometendo o contraditório e a defesa dos autores. 4. A internação foi emergencial, impondo cobertura obrigatória conforme o artigo 35-C, inciso I, da Lei nº 9.656/98, mitigando cláusulas restritivas e priorizando o direito à vida e à saúde. 5. Recurso desprovido."
1000911-11.2025.8.26.0651,20788313,Apelação Cível,Fornecimento de medicamentos,Alexandre Marcondes,Valparaíso,1ª Câmara de Direito Privado,1,Direito Privado,31/07/2026,31/07/2026,,False,False,154,"DIREITO CIVIL. APELAÇÃO. PLANO DE SAÚDE . MEDICAMENTO DE USO AMBULATORIAL. PROCEDÊNCIA DO PEDIDO. RECURSO DESPROVIDO. 1.- Ação cominatória movida pelo beneficiário, que tem diagnóstico de dislipidemia severa, contra a operadora, visando à cobertura do medicamento Sybrava, conforme prescrição médica. 2.-A questão em discussão consiste em determinar se a exclusão de cobertura para medicamentos de uso domiciliar, prevista no contrato e na Lei nº 9.656/98, abrange o medicamento Sybrava, que é injetável e deve ser administrado por profissional de saúde. 3.- O contrato prevê a exclusão de cobertura para medicamentos de uso domiciliar, conforme o artigo 10, VI, da Lei nº 9.656/98. 4.- O medicamento Sybrava é, entretanto, injetável e requer administração por profissional de saúde, caracterizando uso ambulatorial, o que determina a cobertura pelas operadoras de planos de saúde , conforme jurisprudência do STJ. 5.- Aplicação do Tem 990 do E. STJ. Precedentes deste Tribunal. Sentença de procedência da ação mantida. Recurso desprovido."
1016606-20.2024.8.26.0625,20788204,Apelação Cível,Serviços Hospitalares,Mário Roberto Negreiros Velloso,Taubaté,28ª Câmara de Direito Privado,28,Direito Privado,31/07/2026,31/07/2026,,False,False,152,"APELAÇÃO. AÇÃO DE COBRANÇA. PRESTAÇÃO DE SERVIÇOS MÉDICO HOSPITALARES. Sentença que julgou procedentes os pedidos deduzidos na inicial e na lide secundária, e parcialmente procedente a reconvenção. Insurgência da ré paciente. Contrato hospitalar firmado em contexto de urgência. Alegado estado de perigo. Não configuração. Ausência de prova de obrigação excessivamente onerosa ou de aproveitamento abusivo da vulnerabilidade da paciente. Validade do negócio jurídico. Cobrança mantida. Plano de saúde . Negativa de cobertura de internação em situação emergencial, sob alegação de carência. Abusividade reconhecida. Responsabilidade da operadora pelo custeio da internação e pelos danos morais fixados na origem. Manutenção. Hospital. Ausência de ato ilícito autônomo. Mero exercício regular do direito de cobrança pelos serviços efetivamente prestados. Pedido indenizatório afastado. Cumprimento de sentença. Adequação do dispositivo. Débito da lide principal que pode ser exigido diretamente da litisdenunciada, sem necessidade de prévio desembolso da paciente. Princípios da causalidade, efetividade e economia processual. Recurso parcialmente provido."
1005101-32.2024.8.26.0625,20788064,Apelação Cível,Tratamento médico-hospitalar,Claudio Godoy,Taubaté,1ª Câmara de Direito Privado,1,Direito Privado,31/07/2026,31/07/2026,5000.0,True,False,205,"DIREITO CIVIL. APELAÇÃO. PLANO DE SAÚDE . NEGATIVA DE COBERTURA . RECURSO DESPROVIDO.
I. Caso em Exame 1. Recurso de apelação contra sentença que condenou a ré, operadora de saúde, ao cumprimento de obrigação de fazer, cobrindo integralmente procedimento cirúrgico de artrodese cervical e ao pagamento de indenização por dano moral de R$5.000,00. A ré foi condenada a arcar com custas, despesas processuais e honorários advocatícios de 15% do proveito econômico obtido pelo autor. II. Questão em Discussão 2. A questão em discussão consiste em determinar se a negativa de cobertura do tratamento cirúrgico pela operadora de saúde foi lícita, considerando as resoluções do Conselho Federal de Medicina e da ANS, bem como se a indenização por dano moral foi arbitrada de forma adequada. III. Razões de Decidir 3. A indicação do tratamento cabe ao médico assistente, não podendo a operadora de saúde interferir na relação médico-paciente. Ademais, a negativa de cobertura ainda foi considerada indevida pois a perícia confirmou a necessidade dos materiais e procedimentos indicados. 4. A recusa prolongou o quadro grave do autor, justificando a indenização por dano moral. A indenização foi considerada adequada e os honorários advocatícios foram elevados para 17% do valor do proveito econômico. IV. Dispositivo 5. Recurso desprovido."
1061344-35.2024.8.26.0224,20788074,Apelação Cível,Tratamento médico-hospitalar,Claudio Godoy,Guarulhos,1ª Câmara de Direito Privado,1,Direito Privado,31/07/2026,31/07/2026,10000.0,False,False,153,"DIREITO CIVIL. APELAÇÃO CÍVEL. OBRIGAÇÃO DE FAZER CUMULADA COM INDENIZAÇÃO POR DANOS MORAIS. RECURSO DESPROVIDO.
I. Caso em Exame
1. Recurso de apelação interposto contra sentença que condenou a requerida ao custeio integral e contínuo de tratamento multidisciplinar para menor diagnosticado com TEA, além de indenização por danos morais no valor de R$ 10.000,00. 
II. Questão em Discussão
2. A questão em discussão consiste em (i) verificar a legalidade da negativa de cobertura do tratamento com base na carência contratual e (ii) a adequação da indenização por danos morais.
III. Razões de Decidir
3. A negativa de cobertura com base na carência contratual é indevida, pois o prazo de carência já havia sido superado antes do ajuizamento da ação, e mesmo antes do requerimento administrativo.
4. A indenização por danos morais foi mantida, considerando-se a resistência injustificada da ré em fornecer o tratamento necessário, afetando direito essencial do autor.
IV. Dispositivo: recurso desprovido."
1020063-83.2024.8.26.0100,20788066,Apelação Cível,Tratamento médico-hospitalar,Claudio Godoy,São Paulo,1ª Câmara de Direito Privado,1,Direito Privado,31/07/2026,31/07/2026,10000.0,False,False,174,"DIREITO CIVIL. APELAÇÃO CÍVEL. PLANO DE SAÚDE . RECURSO DESPROVIDO.
I. Caso em Exame
1. Recurso de apelação interposto contra sentença que condenou a operadora ao custeio integral de procedimento cirúrgico de sialoendoscopia e ao pagamento de indenização por danos morais no valor de R$ 10.000,00. 
II. Questão em Discussão
2. A questão em discussão consiste em (i) verificar a obrigatoriedade de cobertura do procedimento não previsto no rol da ANS e (ii) a existência de danos morais decorrentes da negativa de cobertura .
III. Razões de Decidir
3. Encontram-se preenchidos os requisitos fixados pelo Supremo Tribunal Federal e pelo Superior Tribunal de Justiça para a cobertura excepcional de procedimento não incorporado ao rol da ANS, diante da prescrição médica expressa, da inexistência de alternativa terapêutica adequada e da demonstração da eficácia do tratamento.
4. A recusa indevida da cobertura, em contexto de sofrimento relevante e comprometimento da qualidade de vida da paciente, ultrapassa o mero inadimplemento contratual e justifica a condenação por danos morais, corretamente arbitrados em R$ 10.000,00.
IV. Dispositivo: recurso desprovido."
1022821-93.2023.8.26.0577,20788060,Apelação Cível,Planos de saúde,Claudio Godoy,São José dos Campos,1ª Câmara de Direito Privado,1,Direito Privado,31/07/2026,31/07/2026,,False,False,151,"REAPRECIAÇÃO. PLANO DE SAÚDE . HOME CARE. TEMA N. 1.295 DO STJ. MANUTENÇÃO DO ACÓRDÃO.
I. Caso em Exame
1. Apelação cível interposta contra sentença que condenou a operadora de plano de saúde ao fornecimento de tratamento em regime de home care, com os insumos e atendimentos especializados prescritos ao autor. Retorno dos autos para reapreciação na forma do art. 1.030, II, do CPC, após o julgamento do Tema n. 1.295 do STJ. 
II. Questão em Discussão
2. Verificar eventual desconformidade entre o acórdão proferido e a tese firmada pelo STJ no Tema n. 1.295.
III. Razões de Decidir
3. A tese repetitiva trata exclusivamente da limitação quantitativa ou da recusa de cobertura de sessões de terapias multidisciplinares. 
4. A controvérsia dos autos refere-se à cobertura de tratamento em regime de home care, com insumos, medicamentos, equipamentos e atendimentos especializados, sem discussão acerca da quantidade de sessões terapêuticas.
Dispositivo: acórdão mantido."
1008901-97.2024.8.26.0001,20787961,Apelação Cível,Tratamento médico-hospitalar,Carlos Castilho Aguiar França,São Paulo,4ª Câmara de Direito Privado,4,Direito Privado,30/07/2026,31/07/2026,,False,False,256,"Direito Civil. Apelação. Planos de Saúde . Parcial provimento.
I. Caso em Exame
Ação de obrigação de fazer cumulada com indenização por danos morais ajuizada por menor impúbere, representada por seu genitor, contra operadora de plano de saúde . Autora portadora de neoplasia maligna, necessitando de tratamento oncológico. Negativa de cobertura pela requerida, levando ao pedido de tutela de urgência para custeio do tratamento e indenização por danos morais.
II. Questão em Discussão
2. A questão em discussão consiste em (I) verificar se a superveniente inviabilidade clínica do transplante autólogo de medula óssea extingue integralmente a demanda por perda do interesse processual, ou (II) se remanesce utilidade na prestação jurisdicional, diante da negativa inicial de cobertura, atraso no início do tratamento, pedido indenizatório e pretensão relativa às astreintes.
III. Razões de Decidir
3. A extinção do feito foi prematura, pois a alteração do quadro clínico não elimina toda a utilidade do processo.
4. A controvérsia sobre a legalidade da negativa inicial de cobertura conserva relevância jurídica, inclusive para eventual responsabilização civil da operadora e apuração das consequências do comportamento processual das partes.
IV. Dispositivo e Tese
5. Recurso parcialmente provido.
Tese de julgamento: 1. A extinção sem resolução do mérito foi prematura, pois subsistem questões relevantes a serem apreciadas após adequada instrução. 2. Necessidade de retorno dos autos à origem para regular prosseguimento do feito, com realização de prova pericial técnica.
Legislação Citada:
Código de Processo Civil, art. 485, VI; art. 1.013, § 3º.
Código de Defesa do Consumidor.
Súmula 608 do Superior Tribunal de Justiça."
1104400-05.2024.8.26.0100,20785717,Apelação Cível,Serviços Hospitalares,Arantes Theodoro,São Paulo,36ª Câmara de Direito Privado,36,Direito Privado,29/07/2026,30/07/2026,,False,False,134,"Prestação de serviço médico-hospitalar. Ação monitória. Cobrança dirigida à responsável financeira da paciente. Material hospitalar que, segundo a autora, teria sido utilizado durante procedimento realizado na modalidade convênio e não foi coberto pela operadora do plano de saúde . Ré que impugnou especificamente a utilização, a necessidade e a regularidade da cobrança. Ausência de juntada de prontuário médico ou relatório técnico apto a demonstrar a efetiva aplicação do material e sua indispensabilidade. Fatura e nota fiscal que, no caso concreto, não bastam para comprovar a exigibilidade do débito. Falta, ademais, de prévia informação à responsável financeira acerca do custo, da quantidade utilizada e da ausência de cobertura. Cláusula contratual genérica que não autoriza cobrança automática de material de elevado valor sem observância dos deveres de informação e transparência. Ação improcedente. Sentença confirmada. Recurso improvido."
1016497-96.2023.8.26.0477,20786459,Apelação Cível,Planos de saúde,Angela Moreno Pacheco de Rezende Lopes,Praia Grande,10ª Câmara de Direito Privado,10,Direito Privado,30/07/2026,30/07/2026,,True,False,201,"OBRIGAÇÃO DE FAZER C.C. INDENIZAÇÃO POR DANOS MORAIS – PLANO DE SAÚDE – TRANSTORNO DO ESPECTRO AUTISTA – JUÍZO DE RETRATAÇÃO – Retorno dos autos para reapreciação da controvérsia à luz da tese firmada pelo C. STJ no Tema 1.365 dos recursos repetitivos – Acórdão que deu parcial provimento ao recurso apenas para afastar a obrigatoriedade de realização das terapias exclusivamente no município de residência do autor, mantida, no mais, a condenação da operadora ao custeio do tratamento prescrito e ao pagamento de indenização por danos morais – Entendimento superveniente do C. STJ no sentido de que a simples recusa indevida de cobertura médico-assistencial não gera, por si só, dano moral presumido (in re ipsa), exigindo demonstração concreta de lesão extrapatrimonial – Ausência de ofensa ao precedente vinculante – Elementos dos autos que evidenciam tratar-se de tratamento multidisciplinar contínuo, intensivo e essencial ao neurodesenvolvimento do menor, com indicação médica de início imediato e sem interrupções, a fim de evitar retrocessos e proporcionar melhores respostas terapêuticas – Circunstâncias concretas que extrapolam o mero inadimplemento contratual e evidenciam repercussão extrapatrimonial relevante apta a justificar a indenização por danos morais, em conformidade com os parâmetros fixados pelo Tema 1.365 do STJ – ACÓRDÃO MANTIDO."
1015455-69.2024.8.26.0576,20786288,Apelação Cível,Tratamento médico-hospitalar,Angela Moreno Pacheco de Rezende Lopes,São José do Rio Preto,10ª Câmara de Direito Privado,10,Direito Privado,30/07/2026,30/07/2026,15000.0,False,True,257,"PLANO DE SAÚDE – IMPLANTE DE CARDIODESFIBRILADOR IMPLANTÁVEL (CDI) – Autor que pretende o custeio de procedimento cirúrgico para implantação de cardiodesfibrilador (CDI), bem como indenização por danos morais – Sentença de parcial procedência – Recursos de ambas as partes – Recurso da ré, desprovido - Negativa de cobertura de implante de cardiodesfibrilador implantável (CDI) ilícita – Procedimento previsto no rol da ANS – Recusa fundada em genérica alegação do não preenchimento das Diretrizes de Utilização (DUT) que é abusiva, face à presença de prescrição médica fundamentada na imprescindibilidade do tratamento – Obrigação de fazer mantida – Recurso do autor parcialmente provido - Danos morais caracterizados, à luz do Tema 1.365 do STJ – Reiteradas recusas administrativas que comprovadamente mantiveram o autor internado por longo período, no aguardo de autorização do procedimento – Conduta renitente da ré que culminou, ao fim, na alta do paciente, sem a realização do tratamento cardíaco necessário à salvaguarda da vida e saúde deste – Dano extrapatrimonial caracterizado – Montante postulado, de R$ 15.000,00, razoável à hipótese dos autos – Imputação à ré de multa por litigância de má-fé e remessa dos autos ao Ministério Público para apuração do crime de desobediência, indevidos – Descumprimento da tutela de urgência deferida que já vem sendo enfrentado pelos meios executivos próprios, em cumprimento provisório de sentença – Dolo processual específico, ademais, não caracterizado – Sentença reformada em parte, apenas para reconhecer a ocorrência dos danos morais - Honorários advocatícios devidos pela ré majorados – RECURSO DA RÉ DESPROVIDO E RECURSO DO AUTOR PARCIALMENTE PROVIDO."
1200657-92.2024.8.26.0100,20786671,Apelação Cível,Tratamento médico-hospitalar,Vito Guglielmi,São Paulo,6ª Câmara de Direito Privado,6,Direito Privado,30/07/2026,30/07/2026,,False,False,100,"SEGURO. PLANO DE SAÚDE . AÇÃO DE OBRIGAÇÃO DE FAZER. NEGATIVA DE COBERTURA . PEDIDO DE AUTORIZAÇÃO E CUSTEIO DE PROCEDIMENTO CIRÚRGICO INTRAUTERINO. EXISTÊNCIA DE CLÁUSULA EXPRESSA DE EXCLUSÃO. JURISPRUDÊNCIA DO STJ E DO TJSP, TODAVIA, QUE VEM SE ORIENTANDO PELO RECONHECIMENTO DA ABUSIVIDADE DAS CLÁUSULAS DE EXCLUSÃO DE COBERTURA EM TAIS CASOS. COBERTURA, EM SI, QUE ERA MESMO DEVIDA. PRETENDIDO CUSTEIO INTEGRAL DE DESPESAS PELA SEGURADA FORA DA REDE CREDENCIADA. POSSIBILIDADE. TRATAMENTO NECESSÁRIO À AUTORA, QUE SÓ FOI REALIZADO EM REDE PARTICULAR POR AUSÊNCIA DE INDICAÇÃO TEMPESTIVA DE PROFISSIONAIS NA REDE CREDENCIADA DA OPERADORA RÉ. SENTENÇA MANTIDA. RECURSO IMPROVIDO."
1006839-69.2024.8.26.0006,20785898,Apelação Cível,Tratamento médico-hospitalar,Flávio Pinella Helaehil,São Paulo,Núcleo 4.0-T. VI (DP1),,,28/07/2026,30/07/2026,,False,False,179,APELAÇÃO CÍVEL. PLANO DE SAÚDE . OBRIGAÇÃO DE FAZER CUMULADA COM INDENIZAÇÃO POR DANOS MORAIS. MENOR DIAGNOSTICADO COM TRANSTORNO DO ESPECTRO AUTISTA (TEA). ALEGAÇÃO DE NEGATIVA TÁCITA POR ALTERAÇÃO DE FORMATO DE ATENDIMENTO (DOMICILIAR PARA CLÍNICA CREDENCIADA) E INCOMPATIBILIDADE DE REDE. SENTENÇA DE IMPROCEDÊNCIA NA ORIGEM. MANUTENÇÃO QUE SE IMPÕE. 1. MÉRITO. Inexistência de prova de negativa de cobertura ou de recusa injustificada ao custeio das terapias multidisciplinares prescritas (método ABA). Guias acostadas pela operadora que demonstram a regular e contínua autorização dos procedimentos. 2. MODALIDADE DE ATENDIMENTO. Pleito de restabelecimento de regime híbrido/domiciliar. Ausência de prescrição médica idônea e específica que ateste a necessidade técnica ou clínica de que as terapias sejam prestadas no domicílio do paciente. Tratamento assegurado em clínicas credenciadas aptas. Direito de escolha de prestador específico ou de conveniência logística da família que não obriga a operadora fora das hipóteses legais. 3. DANOS MORAIS. Afastado. Ausência de ato ilícito praticado pela requerida e de demonstração de abalo extraordinário à esfera psíquica do menor que extrapole o mero aborrecimento cotidiano. 4. SENTENÇA MANTIDA. RECURSO NÃO PROVIDO.
1003461-13.2021.8.26.0006,20785391,Apelação Cível,Tratamento médico-hospitalar,Flávio Pinella Helaehil,Batatais,Núcleo 4.0-T. VI (DP1),,,28/07/2026,30/07/2026,,False,False,603,"DIREITO CIVIL E DO CONSUMIDOR. APELAÇÃO. AÇÃO DE COBRANÇA. PRESTAÇÃO DE SERVIÇOS MÉDICO-HOSPITALARES. ESTADO DE PERIGO. INOCORRÊNCIA. TERMO DE RESPONSABILIDADE. DESPESAS NÃO COBERTAS PELO PLANO DE SAÚDE . DENUNCIAÇÃO DA LIDE. COBERTURA SECURITÁRIA. RECURSO PROVIDO.
I. CASO EM EXAME
Apelação interposta por hospital contra sentença que julgou improcedente ação de cobrança de despesas médico-hospitalares decorrentes de internação e tratamento de paciente, sob fundamento de invalidade da obrigação assumida pelos responsáveis, e julgou prejudicada a denunciação da lide à operadora do plano de saúde . O hospital sustenta a validade do negócio jurídico, a inexistência de estado de perigo, a impossibilidade de apresentação de orçamento prévio em atendimento emergencial e a vedação ao enriquecimento sem causa, postulando a procedência da cobrança.
II. QUESTÃO EM DISCUSSÃO
Há duas questões em discussão: (i) definir se é válida a cobrança das despesas médico-hospitalares não cobertas pela operadora do plano de saúde , diante da alegação de estado de perigo e da ausência de orçamento prévio; e (ii) estabelecer se a operadora denunciada à lide deve ressarcir os valores devidos pelo segurado em razão da abusiva negativa de cobertura .
III. RAZÕES DE DECIDIR
A prestação dos serviços hospitalares ocorreu mediante contrato regularmente firmado, sem exigência de cheque-caução ou garantia abusiva, contendo cláusulas claras quanto à responsabilidade do paciente pelas despesas decorrentes da internação e tratamento.
A ausência de orçamento prévio exaustivo não invalida a contratação em contexto de atendimento emergencial, pois a dinâmica própria da assistência médico-hospitalar inviabiliza a discriminação antecipada de todos os procedimentos, sem afastar o dever de remuneração pelos serviços efetivamente prestados.
O estado de perigo exige, além da situação de risco à vida ou à saúde, demonstração de obrigação excessivamente onerosa ou obtenção de vantagem exagerada pelo credor, circunstâncias não verificadas no caso, em que não houve impugnação específica dos serviços realizados nem dos valores cobrados.
A negativa de cobertura pelo plano de saúde não interfere na relação jurídica autônoma existente entre hospital e paciente, permanecendo hígida a obrigação de pagamento das despesas assumidas no termo de responsabilidade, sem prejuízo do direito regressivo perante a operadora.
A pretensão de cobrança do hospital contra os pacientes submete-se ao prazo prescricional quinquenal, enquanto a pretensão regressiva deduzida na denunciação da lide contra a operadora sujeita-se ao prazo prescricional decenal.
A operadora não demonstrou justificativa contratual específica para a limitação da cobertura nem comprovou a validade da negativa, impondo-se o reconhecimento da obrigação de ressarcir integralmente os valores suportados pelos segurados, inclusive verbas sucumbenciais.
IV. DISPOSITIVO E TESE
Recurso provido.
Tese de julgamento: 1. A ausência de orçamento prévio detalhado em atendimento médico-hospitalar de urgência não invalida a cobrança pelos serviços efetivamente prestados. 2. O estado de perigo não se configura sem demonstração de vantagem exagerada ou obrigação excessivamente onerosa imposta pelo prestador de serviços. 3. A negativa de cobertura pela operadora do plano de saúde não afasta a obrigação do paciente perante o hospital, assegurado o direito de regresso contra a seguradora quando a recusa de cobertura for abusiva. 4. A operadora responde pelo ressarcimento integral das despesas médico-hospitalares cuja cobertura foi indevidamente recusada, inclusive pelas verbas de sucumbência suportadas pelo segurado.
Dispositivos relevantes citados: CC, arts. 156, 205, 206, § 5º, I; CDC, arts. 6º, VIII, 46 e 51, IV; CPC, art. 85, § 2º; Lei nº 8.078/1990; Lei nº 9.656/1998.
Jurisprudência relevante citada: STJ, REsp 1.578.474/SP, Rel. Min. Nancy Andrighi, 3ª Turma, j. 11.12.2018; STJ, AgInt no AREsp 1.641.515/RS, Rel. Min. Raul Araújo, 4ª Turma, j. 14.09.2021; TJSP, Apelação Cível nº 1001253-64.2023.8.26.0595, Rel. Des. Swarai Cervone de Oliveira, j. 13.11.2025; TJSP, Apelação Cível nº 1014154-79.2023.8.26.0008, Rel. Des. Rogério Murillo Pereira Cimino, j. 09.06.2026."
1001412-24.2023.8.26.0654,20787200,Apelação Cível,Tratamento médico-hospitalar,Inah de Lemos e Silva Machado,Vargem Grande Paulista,Núcleo 4.0-T. V (DP1),,,30/07/2026,30/07/2026,10000.0,True,False,336,"APELAÇÃO. PLANO DE SAÚDE . NEGATIVA DE COBERTURA DE TRATAMENTO UROLÓGICO. CÁLCULO RENAL OBSTRUTIVO. CATETER DUPLO J. URGÊNCIA E EMERGÊNCIA.
Ação de obrigação de fazer cumulada com indenização por danos morais. 
Sentença de procedência confirmando tutela de urgência para determinar o custeio integral de ureterorrenolitotripsia flexível e retirada ou troca de cateter duplo J, além de condenar a operadora ao pagamento de indenização por danos morais. Inconformismo da operadora.
Cobertura contratual. Alegação de ausência de obrigatoriedade de cobertura, observância do rol de procedimentos e eventos em saúde da Agência Nacional de Saúde Suplementar. Descabimento. Negativa de cobertura originalmente fundada em carência contratual. Autor acometido por quadro de cólica renal aguda, hidronefrose, infecção urinária e comprometimento da função renal. Prova pericial conclusiva da colocação do cateter duplo J constituir apenas etapa inicial do tratamento emergencial, sendo a ureterorrenolitotripsia e a retirada ou troca do implante procedimentos indispensáveis à resolução do quadro clínico e à prevenção de danos renais permanentes. Aplicação dos artigos 12, inciso V, alínea ""c"", e 35-C da Lei nº 9.656/98. Inadmissibilidade da negativa de cobertura após o prazo legal de vinte e quatro horas. Limitações contratuais e discussão acerca do rol da Agência Nacional de Saúde Suplementar que não afastam o dever de cobertura em hipótese de tratamento necessário e relacionado a quadro reconhecidamente urgente.
Dano moral. Mantido. Situação que supera o mero inadimplemento contratual. Negativa de cobertura incidente sobre tratamento essencial à preservação da saúde do beneficiário, expondo-o a risco de agravamento do quadro clínico, infecções recorrentes, obstrução urinária e danos renais permanentes. Angústia e insegurança que extrapolam os dissabores ordinários. ""Quantum"" fixado em R$ 10.000,00 que se mostra adequado e proporcional às peculiaridades do caso.
Honorários advocatícios. Inaplicabilidade da apreciação equitativa. Hipótese não se enquadra nas situações excepcionais previstas no artigo 85, parágrafo 8º, do Código de Processo Civil e no Tema Repetitivo nº 1.076 do Superior Tribunal de Justiça. Arbitramento que observou os critérios e percentuais previstos no artigo 85, parágrafo 2º, do Código de Processo Civil.
Sentença mantida.
RECURSO DESPROVIDO."
1006524-96.2024.8.26.0020,20786700,Apelação Cível,Planos de saúde,Vito Guglielmi,São Paulo,6ª Câmara de Direito Privado,6,Direito Privado,30/07/2026,30/07/2026,,False,False,39,"RECURSO. APELAÇÃO. REQUISITOS DE ADMISSIBILIDADE. DESERÇÃO. OCORRÊNCIA. NÃO RECOLHIMENTO DO PREPARO OBRIGATÓRIO. AUSÊNCIA DE ALEGAÇÃO DE JUSTO IMPEDIMENTO. RECORRENTE QUE TEVE O PEDIDO DE CONCESSÃO DA GRATUIDADE DENEGADO E, AINDA ASSIM, REMANESCEU INERTE QUANTO AO RECOLHIMENTO. RECURSO NÃO CONHECIDO."
1029440-81.2024.8.26.0002,20785139,Apelação Cível,Tratamento médico-hospitalar,Erickson Gavazza Marques,São Paulo,5ª Câmara de Direito Privado,5,Direito Privado,30/07/2026,30/07/2026,,True,False,322,"DIREITO CIVIL. APELAÇÕES. PLANO DE SAÚDE . CIRURGIA PLÁSTICA REPARADORA PÓS-BARIÁTRICA. PARCIAL PROCEDÊNCIA. INCONFORMISMO DE AMBAS AS PARTES. RECURSOS DESPROVIDOS.
I. Caso em exame
1. Trata-se de ação de obrigação de fazer c.c. indenizatória, julgada parcialmente procedente para condenar a ré a custear a reconstrução mamária com prótese indicada após cirurgia bariátrica. Inconformismo de ambas as partes.
II. Questão em discussão
2. Há duas questões em discussão: i) saber se a reconstrução mamária com prótese, indicada à autora após cirurgia bariátrica, é de cobertura obrigatória pelo plano de saúde ; ii) verificar se a negativa de cobertura enseja indenização por danos morais.
III. Razões de decidir
3. A autora era portadora de obesidade mórbida e, após cirurgia bariátrica, com expressiva perda de peso, desenvolveu ptose, hipotrofia e assimetria mamárias. 4. O Superior Tribunal de Justiça, em regime de recurso repetitivo (Tema nº 1.069), fixou tese de que é obrigatória a cobertura de cirurgia plástica de caráter reparador ou funcional indicada a paciente pós-cirurgia bariátrica. 5. No caso, a perícia judicial concluiu que o procedimento possui caráter reparador/reconstrutivo, sendo, portanto, de cobertura obrigatória, já que integra o tratamento da obesidade mórbida. 6. A negativa de cobertura , fundada em interpretação de cláusula contratual e em razoável divergência quanto ao caráter do procedimento, não configura ato ilícito apto a ensejar indenização por danos morais. 7. Sentença mantida.
IV. Dispositivo e tese
8. Recursos desprovidos.
Tese de julgamento: 1. É de cobertura obrigatória pelos planos de saúde a cirurgia plástica de caráter reparador ou funcional indicada a paciente pós-cirurgia bariátrica. 2. A recusa de cobertura fundada em razoável divergência interpretativa não gera, por si só, dano moral.
Legislação citada: Código de Processo Civil, art. 85, §11.
Jurisprudência citada: STJ, REsp nº 1.870.834/SP e REsp nº 1.872.321/SP, Rel. Min. Ricardo Villas Bôas Cueva, Segunda Seção, j. 13.09.2023; TJSP, Apelação Cível nº 1010569-58.2022.8.26.0071, Rel. Moreira Viegas, 5ª Câmara de Direito Privado, j. 23.09.2025; Súmula 97 do TJSP."
